concept_id,concept_name,concept_code,vocabulary_id
21053779,Captopril 25 MG Oral Tablet Box of 56 by Accord,OMOP386504,RxNorm Extension
44099491,Enalapril 10 MG Oral Tablet [Ava-Enalapril],OMOP1094122,RxNorm Extension
41261981,Captopril 25 MG Oral Tablet [Capto Dura M] Box of 98 by Mylan,OMOP2459943,RxNorm Extension
41004736,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Tensobon] Box of 100,OMOP2202698,RxNorm Extension
40917573,Enalapril 20 MG Oral Tablet [Enalapril 1a Pharm] Box of 50 by 1 A,OMOP2115535,RxNorm Extension
43295420,Ramipril 5 MG Oral Tablet Box of 30 by Sterling,OMOP547251,RxNorm Extension
19132834,Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic],809858,RxNorm
40938332,imidapril 20 MG Oral Tablet [Tanatril] Box of 100,OMOP2136294,RxNorm Extension
40908089,Fosinopril 10 MG Oral Tablet [Fosinorm] Box of 100,OMOP2106051,RxNorm Extension
21080350,Enalapril 10 MG Oral Tablet by Medreich,OMOP292606,RxNorm Extension
40971242,Enalapril 2.5 MG Oral Tablet [Enalapril Verla],OMOP2169204,RxNorm Extension
21033355,Lisinopril 20 MG Oral Tablet by Mylan,OMOP373443,RxNorm Extension
43641642,Lisinopril 10 MG Oral Tablet [Lisinopril Aurobindo],OMOP682782,RxNorm Extension
41223517,Captopril 50 MG Oral Tablet [Capto Dura M] Box of 50,OMOP2421479,RxNorm Extension
40822410,quinapril 5 MG Oral Tablet [Quinapril Stada] Box of 50,OMOP2020372,RxNorm Extension
41023353,Enalapril 40 MG Oral Tablet Box of 50,OMOP2221315,RxNorm Extension
41260958,Enalapril 2.5 MG Oral Tablet [Enalapril Azu] Box of 30 by Azupharma,OMOP2458920,RxNorm Extension
43749391,Lisinopril 2.5 MG Oral Tablet [Lisinopril Heumann] by Heumann,OMOP682696,RxNorm Extension
41290710,Lisinopril 20 MG Oral Tablet [Lisinopril Heumann] Box of 100 by Heumann,OMOP2488672,RxNorm Extension
41257837,Ramipril 2.5 MG Oral Tablet [Ramigamma] Box of 100 by Woerwag,OMOP2455799,RxNorm Extension
40877977,Enalapril 20 MG Oral Tablet [Enadura] Box of 100,OMOP2075939,RxNorm Extension
40880120,Captopril 50 MG Oral Tablet [CAPTOPRIL SANDOZ] Box of 100,OMOP2078082,RxNorm Extension
40876511,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Lisodura] Box of 50,OMOP2074473,RxNorm Extension
41157665,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramipril Hct G] Box of 100,OMOP2355627,RxNorm Extension
43214172,Fosinopril 20 MG Oral Tablet [FOSINOPRIL MYLAN] Box of 30,OMOP469115,RxNorm Extension
40938730,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Triatec Plus Kohlpharma] Box of 100,OMOP2136692,RxNorm Extension
43166741,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [LISINOPRIL/HYDROCHLOROTHIAZIDE E] Box of 30,OMOP501051,RxNorm Extension
21151161,Ramipril 10 MG Oral Capsule by Focus,OMOP372932,RxNorm Extension
43295114,Perindopril 10 MG Oral Tablet Box of 10,OMOP544415,RxNorm Extension
40855350,Enalapril 5 MG Oral Tablet Box of 100 by AAA-Pharma,OMOP2053312,RxNorm Extension
36407879,Ramipril 10 MG Oral Tablet [Altace] Box of 7 by Sanofi,OMOP3099921,RxNorm Extension
41129890,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Capto Corax] Box of 100,OMOP2327852,RxNorm Extension
41042330,Enalapril 5 MG Oral Tablet [Enalapril Verla] Box of 50 by Verla,OMOP2240292,RxNorm Extension
44128401,Enalapril 15.3 MG Oral Tablet [Pms-Enalapril] by Pharmascience,OMOP1123032,RxNorm Extension
41168796,Captopril 25 MG Oral Tablet Box of 50 by Aristo,OMOP2366758,RxNorm Extension
41004743,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Captopril Hct] Box of 50,OMOP2202705,RxNorm Extension
21149046,Enalapril 0.5 MG/ML Oral Solution,OMOP291825,RxNorm Extension
41230198,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet Box of 100 by AbZ-Pharma,OMOP2428160,RxNorm Extension
43838410,Captopril 12.5 MG Oral Tablet [Captopril Acis] by Acis,OMOP661331,RxNorm Extension
40880098,Captopril 12.5 MG Oral Tablet [Mtw Captopril] Box of 20,OMOP2078060,RxNorm Extension
21129199,Perindopril 4 MG Oral Tablet [Coversyl] Box of 50 by Dowelhurst,OMOP270749,RxNorm Extension
41246798,Ramipril 2.5 MG Oral Tablet [Delix] Box of 99,OMOP2444760,RxNorm Extension
40838899,zofenopril 14.3 MG Oral Tablet [ZOFENIL],OMOP2036861,RxNorm Extension
41221483,Enalapril 20 MG Oral Tablet [Enalapril Atid] Box of 100,OMOP2419445,RxNorm Extension
40918620,Captopril 50 MG Oral Tablet [Acenorm] Box of 50 by Azupharma,OMOP2116582,RxNorm Extension
40856753,benazepril 5 MG Oral Tablet [Benazepril Hexal] Box of 98 by Novartis,OMOP2054715,RxNorm Extension
41285491,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide] Box of 500,OMOP2483453,RxNorm Extension
43294282,Lisinopril 5 MG Oral Tablet Box of 84 by Dr Reddys',OMOP536789,RxNorm Extension
40918606,Captopril 12.5 MG Oral Tablet [Esparil] Box of 100 by Esparma,OMOP2116568,RxNorm Extension
41200138,Captopril 12.5 MG Oral Tablet [Mundil] Box of 20 by Mundipharma,OMOP2398100,RxNorm Extension
41320311,Ramipril 5 MG Oral Tablet [RAMIPRIL ALMUS] Box of 20 by Almus,OMOP2518273,RxNorm Extension
41190298,Enalapril 10 MG Oral Tablet [Ena Puren] Box of 30,OMOP2388260,RxNorm Extension
40880090,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Captogamma] Box of 30,OMOP2078052,RxNorm Extension
41157654,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Basics] Box of 50,OMOP2355616,RxNorm Extension
36274822,Amlodipine / Perindopril Oral Tablet [Peramteva],OMOP3125697,RxNorm Extension
19044704,trandolapril 1 MG Oral Tablet [Mavik],210671,RxNorm
43677291,Enalapril 2.5 MG Oral Tablet [Enahexal],OMOP673776,RxNorm Extension
43144598,Lisinopril 20 MG Oral Tablet [LISINOPRIL RATIOPHARM] Box of 30,OMOP500273,RxNorm Extension
41231208,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide] Box of 100 by Eurim-Pharm,OMOP2429170,RxNorm Extension
19054308,Captopril 25 MG Oral Tablet [Tensopril],226707,RxNorm
40906115,Lisinopril 2.5 MG Oral Tablet [Lisi Abz],OMOP2104077,RxNorm Extension
43215419,Perindopril 7 MG Oral Tablet [PERINDOPRIL PHR LAB] Box of 30 by TEVA,OMOP480194,RxNorm Extension
43267965,Perindopril 4 MG Oral Tablet Box of 30 by Blooms The Chemist,OMOP544527,RxNorm Extension
21023583,Lisinopril 10 MG Oral Tablet Box of 28 by Consilient,OMOP373545,RxNorm Extension
43158978,Enalapril 20 MG Oral Tablet [ENALAPRIL EVOLUGEN] Box of 28,OMOP465185,RxNorm Extension
43144596,Lisinopril 20 MG Oral Tablet [LISINOPRIL EG] Box of 84,OMOP500129,RxNorm Extension
43155348,Ramipril 5 MG Oral Tablet [RAMIPRIL MYLAN],OMOP463858,RxNorm Extension
41159159,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Enalapril Eu] Box of 30,OMOP2357121,RxNorm Extension
44128975,Captopril 6.25 MG Oral Tablet [Novo-Captoril] by Novopharm,OMOP1123606,RxNorm Extension
41188281,Indapamide 1.25 MG / Perindopril 5 MG Oral Tablet [BIPRETERAX] Box of 30,OMOP2386243,RxNorm Extension
41075075,benazepril 20 MG / Hydrochlorothiazide 25 MG Oral Tablet [Benazepril Harma] Box of 28 by 1 A,OMOP2273037,RxNorm Extension
43169846,Enalapril 20 MG Oral Tablet [ENALAPRIL TEVA],OMOP465209,RxNorm Extension
41041590,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet Box of 100 by Wieb Pharm,OMOP2239552,RxNorm Extension
40975837,trandolapril 2 MG / Verapamil 180 MG Extended Release Oral Capsule [Tarka] Box of 98 by Mylan,OMOP2173799,RxNorm Extension
43188251,Ramipril Oral Tablet [RAMIPRIL EVOLUGEN],OMOP460959,RxNorm Extension
36270584,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Tritazide] Box of 28,OMOP3121459,RxNorm Extension
21040471,Fosinopril 20 MG Oral Tablet [Staril] Box of 28 by Dowelhurst,OMOP348890,RxNorm Extension
43203348,Fosinopril 10 MG Oral Tablet [FOSINOPRIL EG] Box of 90 by Eurogenerics,OMOP469161,RxNorm Extension
44071592,Enalapril 4 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,OMOP1066223,RxNorm Extension
40911153,Captopril 25 MG Oral Tablet [Lopirin] Box of 400,OMOP2109115,RxNorm Extension
41260961,Enalapril 20 MG Oral Tablet [Enalapril Ratiopharm] Box of 30 by Ratiopharm,OMOP2458923,RxNorm Extension
21102150,Ramipril 2.5 MG Oral Tablet Box of 28,OMOP373293,RxNorm Extension
21079751,Fosinopril 10 MG Oral Tablet Box of 28,OMOP349075,RxNorm Extension
41150339,benazepril 5 MG Oral Tablet Box of 98,OMOP2348301,RxNorm Extension
43144150,Ramipril 1.25 MG Oral Tablet Box of 100,OMOP461309,RxNorm Extension
21121674,Lisinopril 5 MG Oral Tablet Box of 28 by Alliance,OMOP373645,RxNorm Extension
41200500,benazepril 10 MG Oral Tablet [Benazepril 1a Pharma] Box of 28 by 1 A,OMOP2398462,RxNorm Extension
36271468,zofenopril 15 MG Oral Tablet [Zopranol] Box of 28 by Menarini,OMOP3122343,RxNorm Extension
40855356,Enalapril 10 MG Oral Tablet [Benalapril Plus] Box of 100 by Berlin-Chemie,OMOP2053318,RxNorm Extension
43278081,Lisinopril 2.5 MG Oral Tablet Box of 10,OMOP536963,RxNorm Extension
43149446,Indapamide 2.5 MG / Perindopril 7 MG Oral Tablet [PARATERAX] Box of 30 by Servier,OMOP480257,RxNorm Extension
43677124,Ramipril 5 MG Oral Tablet [Ramipril Beta] by Betapharm,OMOP670733,RxNorm Extension
41166358,Lisinopril 20 MG Oral Tablet [LISINOPRIL ACTAVIS] Box of 30 by Puren,OMOP2364320,RxNorm Extension
43256289,Lisinopril 20 MG Oral Tablet by Terry White Chemists,OMOP536823,RxNorm Extension
43138530,Indapamide / Perindopril Oral Tablet [PERINDOPRIL/INDAPAMIDE ZENTIVA],OMOP480233,RxNorm Extension
40824741,Enalapril 5 MG Oral Tablet [ENALAPRIL TEVA] Box of 50 by TEVA,OMOP2022703,RxNorm Extension
21035872,Cilazapril 2.5 MG Oral Tablet [Vascace] by Roche,OMOP253267,RxNorm Extension
21060547,Perindopril 8 MG Oral Tablet Box of 60,OMOP269962,RxNorm Extension
19003853,Perindopril Erbumine 4 MG Oral Tablet [Coversyl],104382,RxNorm
40837538,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet Box of 50,OMOP2035500,RxNorm Extension
40867641,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet Box of 100,OMOP2065603,RxNorm Extension
44113935,Ramipril 1.25 MG Oral Capsule [RAMIPRIL MYLAN] by Mylan,OMOP1108566,RxNorm Extension
41283376,Enalapril 10 MG Oral Tablet [Enalapril Saar] Box of 30,OMOP2481338,RxNorm Extension
41161333,Captopril 25 MG Oral Tablet [Coronorm] Box of 20,OMOP2359295,RxNorm Extension
21040964,Perindopril 8 MG Oral Tablet Box of 30 by Phoenix Labs,OMOP269773,RxNorm Extension
21043242,Ramipril 10 MG Oral Tablet Box of 28,OMOP373020,RxNorm Extension
43144614,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic] Box of 90,OMOP501494,RxNorm Extension
21021362,Perindopril 2 MG Oral Tablet Box of 30 by Aurobindo,OMOP271089,RxNorm Extension
21053106,Lisinopril 2.5 MG Oral Tablet Box of 28 by Zentiva,OMOP373737,RxNorm Extension
43672266,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramiplus Stada] by Stada,OMOP783796,RxNorm Extension
21072795,Ramipril 2.5 MG Oral Tablet by Dowelhurst,OMOP373290,RxNorm Extension
43586212,Captopril 12.5 MG Oral Tablet [Captopril Pb],OMOP661342,RxNorm Extension
41050506,Fosinopril / Hydrochlorothiazide Oral Tablet [Fosinorm],OMOP2248468,RxNorm Extension
41039195,Ramipril 2.5 MG Oral Tablet [TRIATEC] Box of 50 by Kohlpharma,OMOP2237157,RxNorm Extension
43178839,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN] Box of 84,OMOP446285,RxNorm Extension
43144176,Ramipril 5 MG Oral Tablet [RAMIPRIL MYLAN] Box of 90 by Mylan,OMOP463903,RxNorm Extension
43617939,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Enala Q] by Juta,OMOP785695,RxNorm Extension
44063846,Enalapril 2.5 MG Oral Tablet [Apo-Enalapril] by Apotex,OMOP1058477,RxNorm Extension
35750880,Perindopril 5 MG Oral Tablet [Coversyl] Box of 30 by Servier,OMOP2752341,RxNorm Extension
40877929,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Enala Q],OMOP2075891,RxNorm Extension
43133661,Lisinopril 5 MG Oral Tablet [LISINOPRIL EG] Box of 30,OMOP499327,RxNorm Extension
43139717,trandolapril 4 MG Oral Capsule [TRANDOLAPRIL ARROW] Box of 84 by Arrow,OMOP490994,RxNorm Extension
44077083,Captopril 50 MG Oral Tablet by Sorres,OMOP1071714,RxNorm Extension
21046260,imidapril 10 MG Oral Tablet [Tanatril] Box of 28 by Chiesi,OMOP262738,RxNorm Extension
41195956,Ramipril 10 MG Oral Tablet [Ramipril Hormosan] Box of 100 by Hormosan,OMOP2393918,RxNorm Extension
41022959,Fosinopril 5 MG Oral Tablet Box of 500,OMOP2220921,RxNorm Extension
41009890,Lisinopril 5 MG Oral Tablet [Lisihexal] Box of 100 by Novartis,OMOP2207852,RxNorm Extension
36261129,Indapamide 0.625 MG / Perindopril 2.5 MG Oral Tablet [PRETERAX] Box of 30 by Servier,OMOP3112004,RxNorm Extension
43766458,Felodipine / Ramipril Oral Tablet [Unimax],OMOP666163,RxNorm Extension
43150677,trandolapril 2 MG Oral Capsule [TRANDOLAPRIL EG] Box of 30,OMOP490896,RxNorm Extension
21043258,Ramipril 1.25 MG Oral Capsule by Mawdsley-Brooks,OMOP373330,RxNorm Extension
21093000,Captopril 25 MG Oral Tablet [Acepril] Box of 100 by Bristol Myers Squibb,OMOP386566,RxNorm Extension
44037049,Lisinopril 5 MG Oral Tablet [Pro-Lisinopril] by Pro Doc Limitee,OMOP1031680,RxNorm Extension
21023555,Ramipril 10 MG Oral Capsule Box of 28 by Genus,OMOP372973,RxNorm Extension
21111946,trandolapril 2 MG Oral Capsule [Gopten] Box of 28,OMOP372826,RxNorm Extension
41081138,Ramipril Oral Tablet [Ramicard],OMOP2279100,RxNorm Extension
41135114,Lisinopril 5 MG Oral Tablet [Lisi Abz] Box of 100 by AbZ-Pharma,OMOP2333076,RxNorm Extension
36275359,Ramipril 5 MG Oral Tablet [RAMIPRIL SANDOZ] Box of 56,OMOP3126234,RxNorm Extension
43785462,Lisinopril 20 MG Oral Tablet [Lisinopril Stada],OMOP682816,RxNorm Extension
41012248,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capto Harma] Box of 50 by 1 A,OMOP2210210,RxNorm Extension
21129348,Enalapril 0.8 MG/ML Oral Solution by Special Order,OMOP293758,RxNorm Extension
40903187,Ramipril 10 MG Oral Tablet [Ramipril Ct] Box of 100,OMOP2101149,RxNorm Extension
21151192,Ramipril 1.25 MG Oral Tablet by Zentiva,OMOP373402,RxNorm Extension
40938742,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Triatec Plus Kohlpharma] Box of 20,OMOP2136704,RxNorm Extension
43749406,Lisinopril 10 MG Oral Tablet [Lisidigal],OMOP682898,RxNorm Extension
40965557,Ramipril 2.5 MG Oral Tablet [Ramipril Basics] Box of 100,OMOP2163519,RxNorm Extension
40971252,Enalapril 20 MG Oral Tablet [Enalapril Ratiopharm] Box of 30,OMOP2169214,RxNorm Extension
44128404,Enalapril 4 MG Oral Tablet [Vasotec] by Merck,OMOP1123035,RxNorm Extension
41010531,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Lisi Puren] Box of 50 by Puren,OMOP2208493,RxNorm Extension
41254428,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Cardiagen] Box of 30,OMOP2452390,RxNorm Extension
40854612,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Beta] Box of 20 by Betapharm,OMOP2052574,RxNorm Extension
21170892,trandolapril 2 MG Oral Capsule Box of 28 by Alliance,OMOP372807,RxNorm Extension
40837968,benazepril 20 MG / Hydrochlorothiazide 25 MG Oral Tablet Box of 28,OMOP2035930,RxNorm Extension
41004758,Captopril 12.5 MG Oral Tablet [Captopril Pb] Box of 100,OMOP2202720,RxNorm Extension
41283369,Enalapril 5 MG Oral Tablet [Enabeta] Box of 100,OMOP2481331,RxNorm Extension
40948885,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Renacor] Box of 50 by Merck,OMOP2146847,RxNorm Extension
41188741,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Triatec Plus Eup] Box of 100,OMOP2386703,RxNorm Extension
44115228,Enalapril 4 MG Oral Tablet [Sig-Enalapril] by Sigmacon Lifesciences,OMOP1109859,RxNorm Extension
43730828,Ramipril 5 MG Oral Tablet [Ramipril Q-Pharm],OMOP670740,RxNorm Extension
43623436,Lisinopril 2.5 MG Oral Tablet [LISINOPRIL RATIOPHARM] by Ratiopharm,OMOP682683,RxNorm Extension
21104655,Cilazapril 1 MG Oral Tablet Box of 30,OMOP253278,RxNorm Extension
41090720,Ramipril 5 MG Oral Tablet [Ramipril Awd Pharma] Box of 20,OMOP2288682,RxNorm Extension
41157705,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Lisinopril Hct Atid] Box of 30,OMOP2355667,RxNorm Extension
40973376,Captopril 100 MG Oral Tablet [Captobeta] Box of 20,OMOP2171338,RxNorm Extension
21149035,Enalapril Oral Tablet [Pralenal],OMOP289779,RxNorm Extension
43188303,Ramipril 2.5 MG Oral Tablet [RAMIPRIL MYLAN] Box of 30,OMOP465019,RxNorm Extension
41042327,Enalapril 5 MG Oral Tablet [Renitec] Box of 100 by Eurim-Pharm,OMOP2240289,RxNorm Extension
41035804,Captopril 12.5 MG Oral Tablet [Lopirin] Box of 42,OMOP2233766,RxNorm Extension
41145441,Captopril Oral Tablet [Captomerck],OMOP2343403,RxNorm Extension
41259642,Lisinopril 20 MG Oral Tablet [Lisi Hennig] Box of 90 by Hennig,OMOP2457604,RxNorm Extension
41126223,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Lisinopril Hct Atid] Box of 50,OMOP2324185,RxNorm Extension
41322431,Indapamide 1.25 MG / Perindopril 4 MG Oral Tablet [Perindopril Indapamid 1a Pharma] Box of 60 by 1 A,OMOP2520393,RxNorm Extension
41446557,1.25 ML Enalaprilat 1 MG/ML Injectable Solution,OMOP2644519,RxNorm Extension
41002665,Enalapril 20 MG Oral Tablet [Enalapril Almus],OMOP2200627,RxNorm Extension
21062899,Ramipril 1.25 MG Oral Capsule by Phoenix Labs,OMOP373332,RxNorm Extension
36262565,Ramipril 5 MG Oral Tablet [RAMIPRIL EG] Box of 28,OMOP3113440,RxNorm Extension
41098538,Captopril 12.5 MG Oral Tablet [Mtw Captopril],OMOP2296500,RxNorm Extension
41291328,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet Box of 100 by Wieb Pharm,OMOP2489290,RxNorm Extension
40908985,Enalapril 10 MG Oral Tablet [Renitec] Box of 98,OMOP2106947,RxNorm Extension
40996871,Ramipril 10 MG Oral Tablet [Ramipril Corax] Box of 20,OMOP2194833,RxNorm Extension
43839608,Lisinopril 20 MG Oral Tablet [Lisinopril Al],OMOP682834,RxNorm Extension
41148227,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet Box of 90,OMOP2346189,RxNorm Extension
41064860,Enalapril 20 MG Oral Tablet [Enabeta] Box of 30,OMOP2262822,RxNorm Extension
21021470,Enalapril 2.5 MG Oral Tablet Box of 28 by A A H,OMOP292333,RxNorm Extension
21149039,Enalapril 20 MG Oral Tablet by Ranbaxy,OMOP290122,RxNorm Extension
43213696,Enalapril 5 MG Oral Tablet [ENALAPRIL TEVA] Box of 28 by Ratiopharm,OMOP465119,RxNorm Extension
41043102,Cilazapril 1 MG Oral Tablet [Dynorm] Box of 100 by Mylan,OMOP2241064,RxNorm Extension
44127070,Ramipril 5 MG Oral Tablet [Ramace] by Sanofi,OMOP1121701,RxNorm Extension
41192479,Captopril 50 MG Oral Tablet [Captopril 1a Pharma] Box of 20,OMOP2390441,RxNorm Extension
